movie_title,rating
September Dawn ,2.9
For Greater Glory: The True Story of Cristiada ,3.3
La Famille Bélier ,3.7
Good Will Hunting ,4.15
Misconduct ,2.65
Saw III ,3.1
Stripes ,3.45
Bring It On ,2.95
The Purge: Election Year ,3.05
She's All That ,2.9
Precious ,3.65
Saw IV ,2.95
White Noise ,2.75
Madea's Family Reunion ,2.5
The Color of Money ,3.5
The Longest Day ,3.9
The Mighty Ducks ,3.2
The Grudge ,2.95
Happy Gilmore ,3.5
Jeepers Creepers ,3.05
Bill & Ted's Excellent Adventure ,3.45
Oliver! ,3.75
The Best Exotic Marigold Hotel ,3.65
Recess: School's Out ,3.25
Mad Max Beyond Thunderdome ,3.1
Commando ,3.35
The Boy ,3.0
Devil ,3.15
Friday After Next ,2.9
Insidious: Chapter 3 ,3.05
The Last Dragon ,3.45
Snatch ,4.15
The Lawnmower Man ,2.7
Nick and Norah's Infinite Playlist ,3.35
Dogma ,3.7
The Banger Sisters ,2.8
Twilight Zone: The Movie ,3.25
Road House ,3.25
A Low Down Dirty Shame ,2.9
Swimfan ,2.5
Employee of the Month ,2.75
Can't Hardly Wait ,3.25
The Outsiders ,3.6
Pete's Dragon ,3.65
The Dead Zone ,3.6
Sinister 2 ,2.6
Sparkle ,2.85
Valentine ,2.35
The Fourth Kind ,2.95
A Prairie Home Companion ,3.4
Sugar Hill ,2.95
Invasion U.S.A. ,2.65
Roll Bounce ,3.0
Rushmore ,3.85
Skyline ,2.2
The Second Best Exotic Marigold Hotel ,3.3
Kit Kittredge: An American Girl ,3.35
The Perfect Man ,2.75
Mo' Better Blues ,3.25
Kung Pow: Enter the Fist ,3.1
Tremors ,3.55
Wrong Turn ,3.05
The Long Riders ,3.55
The Corruptor ,3.0
Mud ,3.7
Reno 911!: Miami ,2.95
One Direction: This Is Us ,2.05
"The Goods: Live Hard, Sell Hard ",2.9
Hey Arnold! The Movie ,2.95
My Week with Marilyn ,3.5
The Matador ,3.4
Love Jones ,3.7
The Gift ,3.55
End of the Spear ,3.5
Get Over It ,2.9
Office Space ,3.9
Drop Dead Gorgeous ,3.25
Big Eyes ,3.5
Very Bad Things ,3.15
Sleepover ,2.65
Body Double ,3.4
MacGruber ,2.75
Dirty Pretty Things ,3.7
Movie 43 ,2.15
The Tourist ,3.0
Over Her Dead Body ,2.6
Seeking a Friend for the End of the World ,3.35
Cedar Rapids ,3.15
Bones             ,3.95
American History X ,4.3
The Collection ,3.05
Teacher's Pet ,2.9
The Red Violin ,3.85
The Straight Story ,4.0
Deuces Wild ,2.8
Bad Words ,3.35
"Run, Fatboy, Run ",3.3
Heartbeeps ,2.1
Black or White ,3.3
On the Line ,2.05
Rescue Dawn ,3.65
Danny Collins ,3.55
"Jeff, Who Lives at Home ",3.25
I Am Love ,3.5
Atlas Shrugged II: The Strike ,2.75
Romeo Is Bleeding ,3.3
The Limey ,3.55
Crash ,3.95
The House of Mirth ,3.55
Malone ,2.8
Peaceful Warrior ,3.65
Bucky Larson: Born to Be a Star ,1.65
Bamboozled ,3.25
The Forest ,2.4
Sphinx ,2.6
While We're Young ,3.15
A Better Life ,3.6
Spider ,3.4
Gun Shy ,2.85
Nicholas Nickleby ,3.6
The Iceman ,3.45
Dekalog             ,4.55
Krrish ,3.15
Cecil B. DeMented ,3.1
Killer Joe ,3.35
The Joneses ,3.25
Owning Mahowny ,3.6
The Brothers Solomon ,2.65
My Blueberry Nights ,3.35
Illuminata ,3.1
Swept Away ,1.8
"War, Inc. ",2.85
Shaolin Soccer ,3.65
The Brown Bunny ,2.5
The Swindle ,3.3
Rosewater ,3.3
The Chambermaid on the Titanic ,3.4
Coriolanus ,3.1
Imaginary Heroes ,3.65
High Heels and Low Lifes ,3.1
World's Greatest Dad ,3.45
Severance ,3.3
Edmond ,3.15
Welcome to the Rileys ,3.5
Police Academy: Mission to Moscow ,1.65
Blood Done Sign My Name ,3.35
"Cinco de Mayo, La Batalla ",3.1
Elsa & Fred ,3.25
An Alan Smithee Film: Burn Hollywood Burn ,1.75
The Open Road ,2.75
The Good Guy ,2.95
Motherhood ,2.35
Free Style ,2.1
Strangerland ,2.6
The Janky Promoters ,2.6
Blonde Ambition ,1.95
The Oxford Murders ,3.05
The Reef ,2.9
Eulogy ,3.35
White Noise 2: The Light ,2.85
You Got Served: Beat the World ,2.25
Fifty Dead Men Walking ,3.45
Jungle Shuffle ,2.4
Adam Resurrected ,3.15
Of Horses and Men ,3.45
It's a Wonderful Afterlife ,2.7
The Devil's Tomb ,1.9
Partition ,3.5
Good Intentions ,2.6
"The Good, the Bad, the Weird ",3.65
Nurse 3D ,2.3
Gunless ,3.25
Adventureland ,3.4
The Lost City ,3.35
Next Friday ,3.05
American Heist ,2.6
You Only Live Twice ,3.45
Plastic ,3.0
Amour ,3.95
Poltergeist III ,2.25
Re-Kill ,2.55
"It's a Mad, Mad, Mad, Mad World ",3.8
Volver ,3.8
Heavy Metal ,3.35
Gentlemen Broncos ,3.05
Richard III ,3.75
Into the Grizzly Maze ,2.65
Kites ,3.0
Melancholia ,3.55
Red Dog ,3.75
Jab Tak Hai Jaan ,3.45
Alien ,4.25
The Texas Chain Saw Massacre ,3.75
The Runaways ,3.3
Fiddler on the Roof ,4.0
Thunderball ,3.5
Detention ,2.9
Loose Cannons ,3.65
Set It Off ,3.4
The Best Man ,3.35
Child's Play ,3.25
Sicko ,4.0
The Purge: Anarchy ,3.25
Down to You ,2.45
Harold & Kumar Go to White Castle ,3.55
The Contender ,3.5
Boiler Room ,3.5
Trading Places ,3.75
Black Christmas ,2.25
Breakin' All the Rules ,2.75
Henry V ,3.85
The Savages ,3.6
Chasing Papi ,2.4
The Way of the Gun ,3.35
Igby Goes Down ,3.5
PCU ,3.25
The Ultimate Gift ,3.7
The Bold and the Beautiful             ,1.75
The Ice Pirates ,2.85
Gracie ,3.1
Trust the Man ,2.85
Hamlet 2 ,3.2
Velvet Goldmine ,3.5
The Wailing ,3.85
Glee: The 3D Concert Movie ,2.7
The Legend of Suriyothai ,3.3
Two Evil Eyes ,3.05
Barbecue ,3.05
All or Nothing ,3.8
Princess Kaiulani ,3.1
Opal Dream ,3.3
Heist ,3.05
Flame and Citron ,3.65
Undiscovered ,2.1
Red Riding: In the Year of Our Lord 1974 ,3.55
The Girl on the Train ,3.0
Veronika Decides to Die ,3.25
Crocodile Dundee ,3.25
"Ultramarines: A Warhammer 40,000 Movie ",2.85
The I Inside ,3.05
Beneath Hill 60 ,3.55
Polisse ,3.65
Awake ,3.25
Star Wars: The Clone Wars             ,3.95
Skin Trade ,2.85
The Lost Boys ,3.6
Crazy Heart ,3.65
The Rose ,3.45
Baggage Claim ,2.5
Barbarella ,2.95
Shipwrecked ,3.35
Election ,3.65
The Namesake ,3.8
The DUFF ,3.25
Glitter ,1.05
The Haunting in Connecticut 2: Ghosts of Georgia ,2.65
Silmido ,3.6
Bright Star ,3.5
My Name Is Khan ,4.0
Footloose ,3.25
All Is Lost ,3.45
Limbo ,3.55
Namastey London ,3.65
The Wind That Shakes the Barley ,3.75
Yeh Jawaani Hai Deewani ,3.45
The Karate Kid ,3.6
Quo Vadis ,3.6
Repo! The Genetic Opera ,3.35
Valley of the Wolves: Iraq ,3.0
Pulp Fiction ,4.45
The Muppet Movie ,3.85
Nightcrawler ,3.95
Club Dread ,2.8
The Sound of Music ,4.0
Splash ,3.1
Little Miss Sunshine ,3.95
Stand by Me ,4.05
28 Days Later... ,3.8
You Got Served ,1.75
Escape from Alcatraz ,3.8
Brown Sugar ,3.25
A Thin Line Between Love and Hate ,2.8
50/50 ,3.85
Shutter ,2.6
Creepshow ,3.45
That Awkward Moment ,3.05
Modern Problems ,2.5
Kicks ,3.9
Much Ado About Nothing ,3.7
On Her Majesty's Secret Service ,3.4
The Player             ,3.55
New Nightmare ,3.2
Drive Me Crazy ,2.85
Akeelah and the Bee ,3.75
Half Baked ,3.35
New in Town ,2.8
Syriana ,3.5
American Psycho ,3.8
The Good Girl ,3.25
Bon Cop Bad Cop ,3.5
The Boondock Saints II: All Saints Day ,3.15
The City of Your Final Destination ,3.2
Enough Said ,3.55
Easy A ,3.55
The Inkwell ,3.25
Shadow of the Vampire ,3.45
Prom ,2.7
The Pallbearer ,2.45
Held Up ,2.55
Woman on Top ,2.65
Howards End ,3.75
Preacher             ,4.15
Anomalisa ,3.65
Another Year ,3.65
8 Women ,3.55
Showdown in Little Tokyo ,3.0
Clay Pigeons ,3.3
It's Kind of a Funny Story ,3.6
Made in Dagenham ,3.6
When Did You Last See Your Father? ,3.45
Prefontaine ,3.4
The Wicked Lady ,2.0
The Secret of Kells ,3.85
Begin Again ,3.7
Down in the Valley ,3.25
Brooklyn Rules ,3.2
Restless ,3.6
The Singing Detective ,2.8
The Land Girls ,3.15
Fido ,3.4
The Wendell Baker Story ,2.75
Wild Target ,3.45
Pathology ,3.0
Wuthering Heights             ,3.85
10th & Wolf ,3.2
Dear Wendy ,3.3
Aloft ,2.65
Akira ,4.05
The Death and Life of Bobby Z ,2.95
The Rocket: The Legend of Rocket Richard ,3.85
Swelter ,2.3
My Lucky Star ,2.55
Imagine Me & You ,3.45
Mr. Church ,4.0
Swimming Pool ,3.4
Green Street 3: Never Back Down ,2.7
The Blood of Heroes ,3.25
Code of Honor ,2.1
Driving Miss Daisy ,3.7
Soul Food ,3.45
Rumble in the Bronx ,3.35
Far from Men ,3.65
Thank You for Smoking ,3.8
Hostel: Part II ,2.7
An Education ,3.65
Shopgirl ,3.2
The Hotel New Hampshire ,3.0
Narc ,3.6
Men with Brooms ,3.0
Witless Protection ,1.55
The Work and the Glory ,3.45
Extract ,3.1
Masked and Anonymous ,2.75
Alias Betty ,3.45
Code 46 ,3.15
Outside Bet ,2.4
Crash ,3.95
Albert Nobbs ,3.35
Black November ,2.8
Ta Ra Rum Pum ,2.7
Persepolis ,4.0
The Hole ,2.85
The Wave ,3.8
The Neon Demon ,3.5
Harry Brown ,3.6
Spider-Man 3 ,3.1
The Omega Code ,1.75
Juno ,3.75
Pound of Flesh ,2.55
Diamonds Are Forever ,3.35
The Godfather ,4.6
Flashdance ,3.05
500 Days of Summer ,3.85
The Piano ,3.8
Magic Mike ,3.05
Darkness Falls ,2.45
Live and Let Die ,3.4
My Dog Skip ,3.5
"Definitely, Maybe ",3.6
Jumping the Broom ,2.85
The Great Gatsby ,3.65
"Good Night, and Good Luck. ",3.75
Capote ,3.7
Desperado ,3.6
The Claim ,3.25
Fargo             ,4.5
Logan's Run ,3.4
The Man with the Golden Gun ,3.4
Action Jackson ,2.6
The Descent ,3.6
Michael Jordan to the Max ,3.75
Devil's Due ,2.0
Flirting with Disaster ,3.4
The Devil's Rejects ,3.45
Buffy the Vampire Slayer             ,4.1
Dope ,3.65
In Too Deep ,3.05
Skyfall ,3.9
House of 1000 Corpses ,3.0
Alien Zone ,2.05
A Serious Man ,3.5
Get Low ,3.55
Warlock ,3.1
Beyond the Lights ,3.45
A Single Man ,3.8
The Last Temptation of Christ ,3.8
Outside Providence ,3.2
Bride & Prejudice ,3.1
Rabbit-Proof Fence ,3.75
Who's Your Caddy? ,1.0
Split Second ,3.1
Nikita             ,3.85
The Other Side of Heaven ,3.25
Dark Angel             ,3.7
Veer-Zaara ,3.95
Redbelt ,3.4
Cyrus ,3.15
A Dog of Flanders ,3.15
Auto Focus ,3.3
Factory Girl ,3.2
We Need to Talk About Kevin ,3.75
The Christmas Candle ,2.9
The Mighty Macs ,3.25
Losin' It ,2.4
Mother and Child ,3.6
March or Die ,3.15
Les visiteurs ,3.5
Somewhere ,3.15
I Hope They Serve Beer in Hell ,2.65
Chairman of the Board ,1.15
Hesher ,3.55
Dom Hemingway ,3.1
Gerry ,3.1
The Heart of Me ,3.35
Freeheld ,3.25
The Extra Man ,2.95
Hard to Be a God ,3.35
Ca$h ,3.0
Wah-Wah ,3.45
The Boondock Saints ,3.95
Z Storm ,2.65
Twixt ,2.4
Snow Queen ,2.65
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,3.0
Pale Rider ,3.65
Stargate: The Ark of Truth ,3.7
Dazed and Confused ,3.85
High School Musical 2 ,2.4
Two Lovers and a Bear ,3.6
Criminal Activities ,2.9
Aimee & Jaguar ,3.65
The Chumscrubber ,3.5
Shade ,3.2
House at the End of the Street ,2.8
Incendies ,4.1
"Remember Me, My Love ",3.25
Perrier's Bounty ,3.2
Elite Squad ,4.05
Annabelle ,2.7
Bran Nue Dae ,3.15
Boyz n the Hood ,3.9
La Bamba ,3.4
The Four Seasons ,3.6
Dressed to Kill ,3.55
The Adventures of Huck Finn ,3.1
Go ,3.65
Friends with Money ,2.95
The Andromeda Strain ,3.6
Bats ,1.8
Nowhere in Africa ,3.85
Shame ,3.65
Layer Cake ,3.7
The Work and the Glory II: American Zion ,3.3
The East ,3.45
A Home at the End of the World ,3.4
Aberdeen ,3.65
The Messenger ,3.6
Tracker ,3.25
Control ,3.85
The Terminator ,4.05
Good Bye Lenin! ,3.85
The Damned United ,3.8
The Return of the Living Dead ,3.65
Gomorrah             ,4.35
Mallrats ,3.6
Grease ,3.6
Platoon ,4.05
Fahrenheit 9/11 ,3.75
Butch Cassidy and the Sundance Kid ,4.05
Mary Poppins ,3.9
Ordinary People ,3.9
Around the World in 80 Days ,2.9
West Side Story ,3.8
Caddyshack ,3.7
The Brothers ,3.15
The Wood ,3.45
The Usual Suspects ,4.3
A Nightmare on Elm Street 5: The Dream Child ,2.55
Van Wilder: Party Liaison ,3.2
The Wrestler ,3.95
Duel in the Sun ,3.45
Best in Show ,3.75
Escape from New York ,3.6
School Daze ,2.9
Daddy Day Camp ,1.45
Mr. Nice Guy ,3.1
A Mighty Wind ,3.65
Mystic Pizza ,3.1
War & Peace             ,4.1
Sliding Doors ,3.4
Tales from the Hood ,3.05
The Last King of Scotland ,3.85
Halloween 5 ,2.6
Bernie ,3.4
Dolphins and Whales 3D: Tribes of the Ocean ,3.25
Pollock ,3.5
200 Cigarettes ,2.95
The Words ,3.55
Casa de mi Padre ,2.75
City Island ,3.7
The Guard ,3.65
College ,2.3
The Virgin Suicides ,3.6
Little Voice ,3.5
Miss March ,2.55
Wish I Was Here ,3.35
Simply Irresistible ,2.65
Veronica Mars             ,4.2
Hedwig and the Angry Inch ,3.9
Only the Strong ,3.35
Goddess of Love ,2.7
Shattered Glass ,3.6
Novocaine ,2.9
The Business of Strangers ,3.2
The Wild Bunch ,4.0
The Wackness ,3.5
The Great Train Robbery ,3.5
Morvern Callar ,3.35
Beastmaster 2: Through the Portal of Time ,1.9
The 5th Quarter ,2.85
The Flower of Evil ,3.3
The Greatest ,3.35
Snow Flower and the Secret Fan ,3.05
Come Early Morning ,3.1
Lucky Break ,3.1
Julia ,3.7
"Surfer, Dude ",2.35
Lake of Fire ,4.15
11:14 ,3.6
Men of War ,2.9
Don McKay ,2.95
Deadfall ,3.15
A Shine of Rainbows ,3.6
The Hit List ,2.7
Emma             ,4.1
Videodrome ,3.65
L'auberge espagnole ,3.65
Song One ,2.9
Murder by Numbers ,3.05
Winter in Wartime ,3.55
Freaky Deaky ,3.25
The Train ,3.95
Trade of Innocents ,2.7
The Protector ,3.55
Stiff Upper Lips ,3.2
The Inbetweeners             ,4.2
Bend It Like Beckham ,3.35
Sunshine State ,3.45
Crossover ,1.05
Khiladi 786 ,2.15
[Rec] 2 ,3.3
Standing Ovation ,1.7
The Sting ,4.15
Chariots of Fire ,3.6
Diary of a Mad Black Woman ,2.8
Shine ,3.85
Don Jon ,3.3
High Plains Drifter ,3.8
Ghost World ,3.7
Iris ,3.55
Galaxina ,1.7
The Chorus ,3.95
Mambo Italiano ,3.35
Wonderland ,3.3
Do the Right Thing ,3.95
Harvard Man ,2.45
Le Havre ,3.6
Irreversible ,3.7
R100 ,3.05
Rang De Basanti ,4.2
Animals ,3.1
Salvation Boulevard ,2.65
The Ten ,2.5
A Room for Romeo Brass ,3.85
Headhunters ,3.8
Grabbers ,3.15
Saint Ralph ,3.8
Miss Julie ,2.8
Somewhere in Time ,3.65
Dum Maaro Dum ,3.1
Insidious: Chapter 2 ,3.3
Saw II ,3.3
10 Cloverfield Lane ,3.65
Jackass: The Movie ,3.3
Lights Out ,3.45
Paranormal Activity 3 ,2.9
Ouija ,2.2
A Nightmare on Elm Street 3: Dream Warriors ,3.3
The Gift ,3.55
Instructions Not Included ,3.8
Paranormal Activity 4 ,2.3
The Robe ,3.4
The Return of the Pink Panther ,3.55
Freddy's Dead: The Final Nightmare ,2.45
Monster ,3.65
"20,000 Leagues Under the Sea ",3.6
Paranormal Activity: The Marked Ones ,2.5
The Elephant Man ,4.1
Dallas Buyers Club ,4.0
The Lazarus Effect ,2.6
Memento ,4.25
Oculus ,3.25
Clerks II ,3.7
Billy Elliot ,3.85
The Way Way Back ,3.7
House Party 2 ,2.55
The Man from Snowy River ,3.65
Doug's 1st Movie ,2.5
The Apostle ,3.6
Mommie Dearest ,3.35
Our Idiot Brother ,3.2
Race ,3.55
The Players Club ,2.8
O ,3.1
"As Above, So Below ",3.05
Addicted ,2.6
Eve's Bayou ,3.65
Still Alice ,3.75
The Egyptian ,3.3
Nighthawks ,3.2
Friday the 13th Part VIII: Jason Takes Manhattan ,2.25
My Big Fat Greek Wedding ,3.3
Spring Breakers ,2.65
Halloween: The Curse of Michael Myers ,2.45
Y Tu Mamá También ,3.85
Shaun of the Dead ,4.0
The Haunting of Molly Hartley ,1.9
Lone Star ,3.8
Halloween 4: The Return of Michael Myers ,2.95
April Fool's Day ,3.1
Diner ,3.6
Lone Wolf McQuade ,3.15
Apollo 18 ,2.6
Sunshine Cleaning ,3.45
No Escape ,3.4
The Beastmaster ,3.1
Solomon and Sheba ,3.1
Fifty Shades of Black ,1.75
Not Easily Broken ,3.05
A Farewell to Arms ,3.3
The Perfect Match ,2.25
Digimon: The Movie ,2.95
Saved! ,3.45
The Barbarian Invasions ,3.85
Robin and Marian ,3.3
The Forsaken ,2.65
Force 10 from Navarone ,3.15
UHF ,3.5
Grandma's Boy ,3.5
Slums of Beverly Hills ,3.3
Once Upon a Time in the West ,4.3
Made ,3.2
Moon ,3.95
Keeping Up with the Steins ,2.7
Sea Rex 3D: Journey to a Prehistoric World ,3.45
The Sweet Hereafter ,3.85
Of Gods and Men ,3.6
Bottle Shock ,3.4
Jekyll and Hyde... Together Again ,3.1
Heavenly Creatures ,3.7
90 Minutes in Heaven ,2.3
Everything Must Go ,3.2
Zero Effect ,3.5
The Machinist ,3.85
Light Sleeper ,3.4
Kill the Messenger ,3.5
Rabbit Hole ,3.5
Party Monster ,3.15
Green Room ,3.55
The Oh in Ohio ,2.8
Atlas Shrugged: Who Is John Galt? ,2.2
Bottle Rocket ,3.55
Albino Alligator ,3.05
"Gandhi, My Father ",3.7
Standard Operating Procedure ,3.75
Out of the Blue ,3.6
Tucker and Dale vs Evil ,3.8
"Lovely, Still ",3.65
Tycoon ,3.1
Desert Blue ,3.1
Decoys ,2.3
The Visit ,3.1
Redacted ,3.1
Fascination ,1.65
Saving Grace             ,3.75
Area 51 ,2.1
Sleep Tight ,3.6
The Cottage ,3.1
Dead Like Me: Life After Death ,3.05
Farce of the Penguins ,2.1
Flying By ,2.25
Psych             ,4.2
Rudderless ,3.75
Henry & Me ,3.35
Christmas Eve ,2.55
We Have Your Husband ,2.75
Dying of the Light ,2.2
Born of War ,2.2
Capricorn One ,3.4
Should've Been Romeo ,3.35
Running Forever ,4.3
Yoga Hosers ,2.4
Navy Seals vs. Zombies ,1.7
I Served the King of England ,3.7
Soul Kitchen ,3.65
Sling Blade ,4.0
The Awakening ,3.25
Hostel ,2.95
Tristram Shandy: A Cock and Bull Story ,3.4
Take Shelter ,3.7
Lady in White ,3.35
Driving Lessons ,3.4
Let's Kill Ward's Wife ,2.7
The Texas Chainsaw Massacre 2 ,2.75
Pat Garrett & Billy the Kid ,3.7
Only God Forgives ,2.85
Camping sauvage ,2.7
Without Men ,1.6
Barfi ,3.55
Dear Frankie ,3.9
All Hat ,2.65
The Names of Love ,3.6
Treading Water ,3.1
Savage Grace ,2.95
Out of the Blue ,3.65
Police Academy ,3.35
The Blue Lagoon ,2.85
Four Weddings and a Funeral ,3.55
Fast Times at Ridgemont High ,3.6
Moby Dick ,3.7
25th Hour ,3.85
Secrets and Lies             ,3.85
Bound ,3.7
Requiem for a Dream ,4.2
State Fair ,3.55
Tango ,3.6
Salvador ,3.75
Moms' Night Out ,2.7
Donnie Darko ,4.05
Saving Private Perez ,3.0
Character ,3.9
Spun ,3.4
Life During Wartime ,3.25
Lady Vengeance ,3.85
Mozart's Sister ,3.2
Mean Machine ,3.25
Exiled ,3.65
Blackthorn ,3.3
Lilya 4-Ever ,3.95
After.Life ,2.95
Fugly ,2.35
One Flew Over the Cuckoo's Nest ,4.35
R.L. Stine's Monsterville: The Cabinet of Souls ,2.95
Silent Movie ,3.35
Airlift ,4.25
Anne of Green Gables             ,4.2
Falcon Rising ,2.9
The Sweeney ,3.05
Sexy Beast ,3.65
Easy Money ,3.35
Whale Rider ,3.8
Paa ,3.6
Cargo ,3.1
Pan ,2.9
High School Musical ,2.6
Animal Kingdom             ,4.05
Love and Death on Long Island ,3.55
Night Watch ,3.25
The Crying Game ,3.65
Porky's ,3.1
Survival of the Dead ,2.5
Night of the Living Dead ,4.0
Lost in Translation ,3.9
Annie Hall ,4.05
The Greatest Show on Earth ,3.35
Exodus: Gods and Kings ,3.05
Monster's Ball ,3.55
Maggie ,2.8
Leaving Las Vegas ,3.8
Hansel & Gretel Get Baked ,2.15
The Return of the Living Dead ,3.65
The Front Page ,3.65
The Boy Next Door ,2.3
Trapeze ,3.4
Saving Grace             ,3.75
The Kids Are All Right ,3.55
They Live ,3.65
The Great Escape ,4.15
What the #$*! Do We (K)now!? ,2.7
The Last Exorcism Part II ,2.0
Boyhood ,4.0
Scoop ,3.35
Planet of the Apes ,2.85
The Wash ,2.3
3 Strikes ,2.0
The Cooler ,3.5
The Misfits ,3.7
The Night Listener ,2.95
The Jerky Boys ,2.3
My Soul to Take ,2.4
The Orphanage ,3.75
A Haunted House 2 ,2.35
The Rules of Attraction ,3.35
Topaz ,3.15
Let's Go to Prison ,3.0
Four Rooms ,3.35
Secretary ,3.55
The Real Cancun ,1.35
Talk Radio ,3.65
Waiting for Guffman ,3.8
Love Stinks ,2.9
You Kill Me ,3.25
Thumbsucker ,3.3
Red State ,3.1
Mirrormask ,3.45
Samsara ,4.25
The Barbarians ,2.4
The Art of Getting By ,3.3
Zipper ,2.85
Poolhall Junkies ,3.5
The Loss of Sexual Innocence ,2.7
Holy Motors ,3.55
Joe ,3.45
Shooting Fish ,3.3
Prison ,2.95
Psycho Beach Party ,3.15
The Big Tease ,3.15
"Buen Día, Ramón ",3.85
Trust ,3.5
An Everlasting Piece ,3.15
Among Giants ,2.95
Adore ,3.1
The Velocity of Gary ,2.5
Mondays in the Sun ,3.85
Stake Land ,3.25
Sonny with a Chance             ,3.05
The Last Time I Committed Suicide ,2.9
Futuro Beach ,3.05
Another Happy Day ,3.0
A Lonely Place to Die ,3.15
Nothing ,3.15
The Geographer Drank His Globe Away ,3.75
1776 ,3.8
Inescapable ,2.6
Hell's Angels ,3.9
Purple Violets ,3.3
The Veil ,2.35
The Loved Ones ,3.35
No Vacancy ,2.1
How to Fall in Love ,3.15
The Perfect Wave ,2.35
Ben-Hur ,3.0
A Man for All Seasons ,3.95
Network ,4.05
Gone with the Wind ,4.1
Desert Dancer ,3.0
Major Dundee ,3.4
Down for Life ,3.65
Annie Get Your Gun ,3.5
Four Lions ,3.65
House of Sand ,3.75
Defendor ,3.4
The Pirate ,3.55
The Good Heart ,3.45
The History Boys ,3.45
Unknown ,3.45
M*A*S*H             ,4.2
Midnight Cowboy ,3.95
The Full Monty ,3.6
Airplane! ,3.9
Chain of Command ,1.75
Friday ,3.65
Menace II Society ,3.75
Empire             ,3.9
Creepshow 2 ,3.0
The Ballad of Cable Hogue ,3.65
In Cold Blood ,4.0
The Nun's Story ,3.8
Harper ,3.5
Frenzy ,3.75
The Witch ,3.4
I Got the Hook Up ,1.95
She's the One ,3.05
Gods and Monsters ,3.75
The Secret in Their Eyes ,4.1
Day of the Dead ,3.6
Train ,2.4
Evil Dead II ,3.9
Pootie Tang ,2.6
Sharknado ,1.65
La otra conquista ,3.4
Trollhunter ,3.5
Ira & Abby ,3.25
The Watch ,2.85
Winter Passing ,3.2
D.E.B.S. ,2.65
The Masked Saint ,2.35
The Betrayed ,3.05
Taxman ,2.75
The Secret             ,3.65
2:13 ,2.4
"Batman: The Dark Knight Returns, Part 2 ",4.2
Time to Choose ,3.5
In the Name of the King: The Last Job ,1.65
Wicked Blood ,2.7
Dawn Patrol ,2.4
Lords of London ,1.55
High Anxiety ,3.35
March of the Penguins ,3.8
Margin Call ,3.55
August ,3.05
Choke ,3.25
Whiplash ,4.25
City of God ,4.35
Human Traffic ,3.55
Day One ,3.3
The Dead Girl ,3.35
The Hunt ,4.15
A Christmas Story ,4.05
Bella ,3.7
Class of 1984 ,3.3
The Opposite Sex ,2.25
Dreaming of Joseph Lees ,3.2
The Class ,3.75
Rosemary's Baby ,4.0
The Man Who Shot Liberty Valance ,4.05
Adam ,3.6
Maria Full of Grace ,3.75
Beginners ,3.6
Feast ,3.2
Animal House ,3.8
Goldfinger ,3.9
Antiviral ,2.85
It's a Wonderful Life ,4.3
Trainspotting ,4.1
The Original Kings of Comedy ,3.3
Paranormal Activity 2 ,2.85
Waking Ned Devine ,3.7
Bowling for Columbine ,4.0
Coming Home ,3.65
A Nightmare on Elm Street 2: Freddy's Revenge ,2.7
A Room with a View ,3.7
The Purge ,2.85
Sinister ,3.4
Martin Lawrence Live: Runteldat ,2.7
Cat on a Hot Tin Roof ,4.05
Beneath the Planet of the Apes ,3.05
Air Bud ,2.55
Pokémon 3: The Movie ,2.8
Jason Lives: Friday the 13th Part VI ,2.95
The Bridge on the River Kwai ,4.1
Spaced Invaders ,2.65
Family Plot ,3.4
The Apartment ,4.15
Jason Goes to Hell: The Final Friday ,2.15
Torn Curtain ,3.35
Dave Chappelle's Block Party ,3.6
Slow West ,3.45
Krush Groove ,3.3
Next Day Air ,2.95
Elmer Gantry ,3.95
Judgment at Nuremberg ,4.15
Trippin' ,2.6
Robot Chicken             ,3.9
Red River ,3.9
Phat Girlz ,1.5
Before Midnight ,3.95
Teen Wolf Too ,1.6
Phantasm II ,3.25
Woman Thou Art Loosed ,3.45
Real Women Have Curves ,3.5
Deadline Gallipoli             ,3.7
Water ,3.9
East Is East ,3.45
Whipped ,2.2
Kama Sutra: A Tale of Love ,3.0
Please Give ,3.3
Willy Wonka & the Chocolate Factory ,3.9
Warlock: The Armageddon ,2.65
8 Heads in a Duffel Bag ,2.65
Days of Heaven ,4.0
Thirteen Conversations About One Thing ,3.55
Jawbreaker ,2.7
Basquiat ,3.45
Frances Ha ,3.7
Tsotsi ,3.65
Happiness ,3.9
DysFunktional Family ,3.3
Tusk ,2.7
Oldboy ,4.2
Letters to God ,3.15
Hobo with a Shotgun ,3.05
Compadres ,2.5
Freeway ,3.45
Love's Abiding Joy ,3.6
Fish Tank ,3.65
Damsels in Distress ,2.85
Creature             ,2.5
Bachelorette ,2.65
BrainDead             ,3.95
Brave New Girl ,2.5
Tim and Eric's Billion Dollar Movie ,2.65
The Gambler ,3.0
The Grand             ,3.8
Summer Storm ,3.7
Fort McCoy ,2.95
Chain Letter ,2.05
Just Looking ,3.35
The Divide ,2.9
The Eclipse ,3.1
Demonic ,2.65
My Big Fat Independent Movie ,1.65
Alice in Wonderland ,3.25
The Deported ,3.1
Tanner Hall ,2.95
Open Road ,2.75
They Came Together ,2.75
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,1.3
